member_id,name,national_id,phone,branch_id,employer,join_date,risk_rating
M01235,Winnie Onyango,23382593,0711275951,BR002,Self Employed,2023-05-04,Normal
M01236,Grace Odhiambo,27082278,0780106555,BR005,Kenya Revenue Authority,2019-08-01,Normal
M01237,Emily Mutua,36304976,0773516094,BR001,Kenya Revenue Authority,2023-09-18,Normal
M01238,Geoffrey Wamalwa,31511768,0752308622,BR006,Private Security Firm,2026-04-12,Normal
M01239,Peter Kilonzo,31081527,0723445578,BR004,Self Employed,2023-07-21,Normal
M01240,David Langat,37804966,0747509496,BR008,Retired,2024-01-03,Normal
M01241,Geoffrey Omondi,35945046,0779110587,BR013,Small Business Owner,2022-04-16,Normal
M01242,Damaris Barasa,20558020,0795064149,BR011,Matatu SACCO Crew,2021-08-10,Normal
M01243,Esther Waweru,36258335,0763709262,BR014,Retired,2020-01-06,Normal
M01244,Simon Adhiambo,35976000,0798360765,BR010,Private Security Firm,2020-05-31,Normal
M01245,Daniel Chebet,24803700,0779800523,BR012,Farmer / Agribusiness,2020-08-17,Normal
M01246,Kennedy Otieno,30111571,0783651529,BR010,Private Security Firm,2025-02-27,Normal
M01247,Winnie Omondi,38141804,0742333267,BR008,National Police Service,2021-05-21,Normal
M01248,Isaac Mwangi,25376603,0753822194,BR004,Farmer / Agribusiness,2021-05-31,Normal
M01249,Everlyne Onyango,24130487,0799318726,BR007,County Government,2022-08-24,Normal
M01250,Jane Ndungu,31166952,0740038761,BR015,Farmer / Agribusiness,2025-06-30,Normal
M01251,Rose Adhiambo,32806065,0797767609,BR010,Ministry of Health,2026-03-28,Normal
M01252,Esther Mutua,23881911,0749054205,BR013,Teacher - TSC,2025-10-20,Normal
M01253,Rebecca Kiptoo,23895878,0786885150,BR002,Matatu SACCO Crew,2020-07-02,Normal
M01254,Mary Wafula,22076513,0789196483,BR003,Safaricom,2023-01-06,Normal
M01255,Kevin Ndungu,24238171,0779759849,BR004,Ministry of Health,2023-11-08,Normal
M01256,John Rotich,35455264,0752402900,BR010,County Government,2026-02-15,Normal
M01257,Erick Wanjiru,29509085,0729578433,BR014,Retired,2022-10-30,Normal
M01258,Moses Chebet,24142764,0746702178,BR011,Private Security Firm,2019-11-20,Normal
M01259,Lucy Onyango,29780952,0760560976,BR012,Self Employed,2025-12-08,Normal
M01260,Lucy Langat,27552154,0717055329,BR013,Farmer / Agribusiness,2023-03-28,Normal
M01261,Margaret Gitau,25341638,0712894515,BR014,Safaricom,2021-07-05,Normal
M01262,Joyce Mumo,33131953,0762487600,BR007,Teacher - TSC,2023-04-15,Normal
M01263,Lucy Chebet,38388165,0762851244,BR009,Teacher - TSC,2022-09-04,Normal
M01264,Grace Langat,30203030,0771408972,BR003,Ministry of Health,2023-02-16,Normal
M01265,Charles Wafula,24859449,0738154362,BR003,National Police Service,2025-12-22,Normal
M01266,Martin Langat,39316685,0723683207,BR013,Ministry of Health,2021-09-11,Normal
M01267,Beatrice Omondi,25644624,0717560687,BR013,Teacher - TSC,2021-02-26,Normal
M01268,Faith Koech,31357699,0789643778,BR006,Small Business Owner,2024-10-24,Normal
M01269,Paul Maina,36395564,0750626311,BR003,Retired,2024-01-12,Normal
M01270,Emily Chebet,23006851,0772233240,BR010,Private Security Firm,2021-06-08,Normal
M01271,Sarah Kilonzo,20389312,0726106179,BR014,Teacher - TSC,2023-10-15,Normal
M01272,Rebecca Koech,27547567,0713090599,BR002,Kenya Ports Authority,2020-11-13,Normal
M01273,Martin Odhiambo,39893718,0734306373,BR010,Small Business Owner,2025-12-03,Normal
M01274,Faith Barasa,22130649,0782143514,BR008,County Government,2024-05-13,Normal
M01275,Caroline Ndungu,37786790,0775573851,BR007,Teacher - TSC,2019-09-21,Normal
M01276,Irene Kariuki,24163746,0737845315,BR009,Ministry of Health,2026-01-22,Normal
M01277,Diana Njoroge,20178643,0784453495,BR015,KPLC,2020-10-25,Normal
M01278,Anthony Kiptoo,25409318,0721787125,BR013,Safaricom,2023-01-10,Normal
M01279,Purity Wafula,32199037,0783071775,BR005,County Government,2019-11-23,Normal
M01280,Moses Wamalwa,29844763,0798470632,BR007,Safaricom,2019-07-03,Normal
M01281,Patrick Koech,31815090,0791359046,BR008,Safaricom,2021-01-25,Normal
M01282,Grace Cheruiyot,21232586,0735242818,BR009,County Government,2021-11-08,Normal
M01283,Lucy Muthoni,32048227,0747231423,BR005,County Government,2021-11-30,Normal
M01284,Catherine Maina,25480088,0763695060,BR012,KPLC,2024-03-26,Normal
M01285,Ann Rotich,26837148,0719470140,BR002,Ministry of Health,2022-05-09,Normal
M01286,Lucy Chebet,32487022,0785650769,BR012,Ministry of Health,2022-07-10,Normal
M01287,Duncan Wanjiru,30615291,0768200448,BR011,Small Business Owner,2025-03-27,Normal
M01288,David Rotich,23690656,0783600812,BR001,Small Business Owner,2026-04-09,Normal
M01289,Simon Barasa,29168849,0729640030,BR002,Private Security Firm,2023-03-13,Normal
M01290,Brian Cheruiyot,32704793,0724093227,BR013,Kenya Revenue Authority,2022-01-12,Normal
M01291,Consolata Wafula,39757757,0775715496,BR015,Teacher - TSC,2020-11-19,Normal
M01292,Caroline Mutua,23324108,0716437523,BR009,County Government,2023-06-01,Normal
M01293,Martin Omondi,37840292,0784044121,BR006,Kenya Ports Authority,2023-11-14,Normal
M01294,Catherine Mwangi,37232395,0730869686,BR015,Ministry of Health,2024-01-07,Normal
M01295,Catherine Kamau,32420196,0743435196,BR003,Ministry of Health,2021-02-06,Normal
M01296,Kevin Ndungu,35725815,0777408068,BR010,Boda Boda Operator,2024-03-11,Normal
M01297,Consolata Adhiambo,27676049,0750961563,BR005,Ministry of Health,2024-04-19,Normal
M01298,Patrick Langat,23024616,0795184862,BR014,Teacher - TSC,2020-06-23,Normal
M01299,Peter Otieno,29591563,0784378065,BR002,Farmer / Agribusiness,2022-03-12,Normal
M01300,Rebecca Wekesa,24577776,0774378331,BR008,KPLC,2019-08-15,Normal
M01301,Michael Kiptoo,20244620,0767039703,BR009,Retired,2025-06-21,Normal
M01302,Everlyne Adhiambo,37720478,0791764582,BR009,Self Employed,2023-05-16,Normal
M01303,Consolata Mumo,37566295,0740208193,BR010,County Government,2024-07-13,Normal
M01304,Grace Nyambura,36626484,0760881238,BR002,County Government,2023-08-14,Normal
M01305,Esther Gitau,38089852,0725819626,BR006,Boda Boda Operator,2020-10-08,Normal
M01306,John Wekesa,39087168,0762830980,BR005,National Police Service,2024-12-01,Normal
M01307,Consolata Kamau,35537613,0792912825,BR015,Private Security Firm,2022-12-02,Normal
M01308,Erick Barasa,30010986,0757498680,BR008,Teacher - TSC,2020-02-23,Normal
M01309,John Odhiambo,34455377,0776041312,BR001,National Police Service,2023-06-04,Normal
M01310,Beatrice Odhiambo,36354838,0710927505,BR002,County Government,2025-06-08,Normal
M01311,Kevin Wafula,32230446,0767491018,BR013,Farmer / Agribusiness,2022-04-22,Normal
M01312,Erick Omondi,34742364,0731721032,BR003,County Government,2025-07-08,Normal
M01313,Felix Chebet,26659367,0724853291,BR006,National Police Service,2024-05-14,Normal
M01314,Martin Barasa,21060539,0731516779,BR005,Ministry of Health,2019-12-14,Normal
M01315,Charles Rotich,36628489,0727103900,BR004,Matatu SACCO Crew,2024-11-16,Normal
M01316,Mercy Gitau,33047590,0727638581,BR013,Teacher - TSC,2023-12-26,Normal
M01317,Moses Mwangi,27935788,0716984668,BR002,Ministry of Health,2019-09-27,Normal
M01318,Mercy Mwangi,34573646,0774450415,BR014,Boda Boda Operator,2023-05-04,Normal
M01319,Esther Waweru,25116907,0778617449,BR005,County Government,2024-12-13,Normal
M01320,Diana Cheruiyot,34400184,0736630469,BR004,KPLC,2022-08-27,Normal
M01321,Lucy Langat,39837252,0794410590,BR012,Ministry of Health,2020-08-28,Normal
M01322,Peter Mutua,26448403,0729623857,BR003,Small Business Owner,2022-01-27,Normal
M01323,Peter Maina,33666625,0780460439,BR001,Boda Boda Operator,2026-06-01,Normal
M01324,Charles Kamau,37108186,0767320744,BR012,Ministry of Health,2022-02-04,Normal
M01325,Stephen Kilonzo,34028242,0743147569,BR001,Matatu SACCO Crew,2022-11-30,Normal
M01326,Peter Omondi,30792434,0738451145,BR015,Boda Boda Operator,2020-01-13,Normal
M01327,Joseph Mutua,36484834,0758799048,BR008,Matatu SACCO Crew,2022-08-23,Normal
M01328,Everlyne Rotich,24372413,0754454486,BR005,Matatu SACCO Crew,2020-10-01,Normal
M01329,Joyce Cheruiyot,29259243,0738190192,BR012,Kenya Ports Authority,2023-07-22,Normal
M01330,Martin Waweru,24038421,0715508152,BR007,Kenya Ports Authority,2020-06-24,Normal
M01331,Rebecca Odhiambo,22512542,0783360594,BR015,Kenya Ports Authority,2021-08-21,Normal
M01332,Lucy Rotich,25156388,0715880227,BR006,County Government,2022-11-18,Normal
M01333,Consolata Wamalwa,38802093,0756619122,BR004,Farmer / Agribusiness,2024-03-10,Normal
M01334,Rebecca Nyambura,22271920,0774803086,BR006,Small Business Owner,2024-07-12,Normal
M01335,Stephen Chebet,24326315,0748877018,BR009,Self Employed,2025-02-24,Normal
M01336,Rose Onyango,37866723,0778919151,BR010,Teacher - TSC,2020-03-08,Normal
M01337,Elijah Maina,33450259,0791499471,BR003,Boda Boda Operator,2024-05-30,Normal
M01338,Daniel Muthoni,20297336,0778826270,BR004,KPLC,2021-07-25,Normal
M01339,Paul Wafula,29009856,0784108442,BR009,Teacher - TSC,2025-05-22,Normal
M01340,Margaret Kamau,24970735,0747279846,BR003,Farmer / Agribusiness,2022-01-05,Normal
M01341,Esther Gitau,27045504,0781752116,BR003,Teacher - TSC,2022-07-14,Normal
M01342,Joyce Barasa,22793277,0783722452,BR001,Boda Boda Operator,2023-05-26,Normal
M01343,Margaret Barasa,21921441,0794014298,BR012,Private Security Firm,2020-12-31,Normal
M01344,Catherine Njoroge,28589505,0712098962,BR001,Safaricom,2023-06-28,Normal
M01345,Diana Maina,28635070,0794051119,BR011,Ministry of Health,2026-01-16,Normal
M01346,Esther Barasa,29019213,0737369495,BR010,Kenya Ports Authority,2025-09-05,Normal
M01347,Martin Wekesa,34559387,0759478024,BR011,County Government,2023-12-08,Normal
M01348,Erick Njoroge,25909289,0735348349,BR015,Kenya Ports Authority,2024-11-15,Normal
M01349,Francis Njoroge,25963772,0762908270,BR008,Ministry of Health,2021-07-10,Normal
M01350,Dennis Cheruiyot,35268077,0796586373,BR010,Small Business Owner,2021-08-10,Normal
M01351,Irene Mwangi,23346381,0760717541,BR002,Small Business Owner,2025-05-29,Normal
M01352,Judith Adhiambo,21467672,0727740771,BR001,National Police Service,2020-09-25,Normal
M01353,Julius Waweru,20452880,0711261132,BR013,Kenya Revenue Authority,2020-06-09,Normal
M01354,Jane Kiptoo,24671786,0774481609,BR002,Kenya Revenue Authority,2025-08-01,Normal
M01355,Charles Wanjiru,28180867,0717499483,BR010,Safaricom,2024-06-25,Normal
M01356,Mary Gitau,21494039,0723799637,BR012,Safaricom,2022-07-02,Normal
M01357,Beatrice Wanjiru,20040614,0740106747,BR005,Self Employed,2020-08-26,Normal
M01358,Julius Wafula,27579422,0761639439,BR004,Ministry of Health,2024-04-16,Normal
M01359,David Cheruiyot,23413702,0747824471,BR015,Matatu SACCO Crew,2020-10-05,Normal
M01360,Simon Adhiambo,22845560,0715817913,BR002,Kenya Ports Authority,2026-05-28,Normal
M01361,Nancy Njoroge,34268839,0730162191,BR003,Farmer / Agribusiness,2021-07-01,Normal
M01362,Joyce Wamalwa,23487062,0746385523,BR011,Farmer / Agribusiness,2022-11-19,Normal
M01363,Diana Ndungu,22562534,0710292428,BR008,Private Security Firm,2023-08-22,Normal
M01364,Samuel Maina,34988610,0774214057,BR015,Private Security Firm,2021-03-02,Normal
M01365,Martin Mutua,24854246,0722139593,BR002,Matatu SACCO Crew,2020-10-08,Normal
M01366,Charles Nyambura,36149363,0765558669,BR003,Kenya Ports Authority,2021-07-16,Normal
M01367,Judith Adhiambo,28251307,0761430248,BR013,Small Business Owner,2023-03-29,Normal
M01368,Caroline Rotich,27721361,0761623796,BR009,Teacher - TSC,2025-01-28,Normal
M01369,Diana Ndungu,27359627,0721710526,BR010,National Police Service,2024-03-25,Normal
M01370,Mary Kilonzo,38735938,0773609317,BR006,County Government,2019-07-14,Normal
M01371,Joyce Langat,24675785,0749553600,BR015,KPLC,2020-09-26,Normal
M01372,Duncan Cheruiyot,21874540,0728495379,BR003,Teacher - TSC,2025-09-07,Normal
M01373,Diana Nyambura,32471653,0717258943,BR012,Retired,2021-02-08,Normal
M01374,Michael Langat,25307411,0714051460,BR002,County Government,2026-01-09,Normal
M01375,John Muthoni,33975248,0730094705,BR006,Kenya Revenue Authority,2021-01-31,Normal
M01376,Diana Wafula,35776773,0765233612,BR003,Retired,2024-10-08,Normal
M01377,Margaret Odhiambo,25230711,0718053170,BR006,Farmer / Agribusiness,2024-06-24,Normal
M01378,Purity Njoroge,20364655,0763202657,BR011,Private Security Firm,2019-11-11,Normal
M01379,Catherine Adhiambo,39195320,0777360178,BR007,Boda Boda Operator,2024-08-05,Normal
M01380,Catherine Otieno,37498671,0760675282,BR012,County Government,2022-01-19,Normal
M01381,Esther Maina,26163740,0785067208,BR012,Kenya Ports Authority,2021-11-16,Normal
M01382,Julius Kariuki,33592896,0761065827,BR014,County Government,2020-05-14,Normal
M01383,Stephen Odhiambo,23503084,0720443290,BR001,Matatu SACCO Crew,2023-09-01,Normal
M01384,Joseph Rotich,23572357,0718766990,BR010,National Police Service,2023-04-07,Normal
M01385,Daniel Kariuki,21086049,0742257238,BR010,Boda Boda Operator,2019-08-16,Normal
M01386,Kennedy Onyango,21532787,0716449014,BR002,Matatu SACCO Crew,2025-11-23,Normal
M01387,Emily Wafula,33359240,0777137866,BR002,National Police Service,2022-12-18,Normal
M01388,Diana Omondi,23267525,0754468774,BR006,Small Business Owner,2023-11-19,Normal
M01389,Emily Wanjiru,20794747,0788809362,BR015,Kenya Revenue Authority,2025-02-23,Normal
M01390,Grace Wafula,25409746,0730339060,BR007,Ministry of Health,2024-11-06,Normal
M01391,Isaac Cheruiyot,27235919,0797807942,BR008,County Government,2020-05-20,Normal
M01392,Mercy Waweru,37558600,0755823984,BR013,KPLC,2021-04-22,Normal
M01393,Michael Langat,34458653,0715370440,BR013,Farmer / Agribusiness,2020-12-21,Normal
M01394,Michael Waweru,22516524,0730454970,BR012,Kenya Ports Authority,2023-11-06,Normal
M01395,Ann Mumo,30386516,0783435357,BR011,Private Security Firm,2025-01-29,Normal
M01396,Patrick Njoroge,29918964,0731672470,BR013,Teacher - TSC,2020-06-24,Normal
M01397,James Njoroge,35459907,0744620670,BR005,KPLC,2025-12-19,Normal
M01398,Faith Muthoni,36383253,0715314034,BR005,Matatu SACCO Crew,2024-06-16,Normal
M01399,Michael Adhiambo,24327992,0769166889,BR014,Matatu SACCO Crew,2022-09-19,Normal
M01400,Dennis Koech,35102590,0745276100,BR009,Farmer / Agribusiness,2023-01-07,Normal
M01401,Grace Wekesa,28214688,0785269356,BR015,Self Employed,2019-12-24,Normal
M01402,Anthony Maina,22448758,0739937437,BR003,Small Business Owner,2020-09-06,Normal
M01403,Erick Kariuki,37955505,0772391513,BR014,Teacher - TSC,2024-09-07,Normal
M01404,Rebecca Maina,34532907,0736772544,BR002,Small Business Owner,2021-07-10,Normal
M01405,Michael Onyango,27134852,0773917095,BR006,Teacher - TSC,2020-03-23,Normal
M01406,Winnie Wanjiru,27162869,0752974720,BR005,Kenya Ports Authority,2024-08-06,Normal
M01407,Kennedy Kilonzo,34432087,0773539966,BR001,National Police Service,2026-03-30,Normal
M01408,Everlyne Nyambura,29054600,0743832435,BR001,Ministry of Health,2021-11-15,Normal
M01409,Brian Otieno,30010521,0770588691,BR003,Private Security Firm,2020-06-09,Normal
M01410,Catherine Njoroge,21803291,0722407255,BR007,Farmer / Agribusiness,2025-05-21,Normal
M01411,Margaret Njoroge,26664088,0756879065,BR015,Small Business Owner,2024-04-22,Normal
M01412,Alice Chebet,34656038,0757606004,BR008,Farmer / Agribusiness,2024-10-31,Normal
M01413,Caroline Ndungu,26662567,0720443308,BR012,Retired,2025-11-24,Normal
M01414,Geoffrey Gitau,30620490,0711904117,BR011,County Government,2025-12-27,Normal
M01415,Patrick Odhiambo,33636072,0745272780,BR015,Safaricom,2024-08-23,Normal
M01416,Lilian Wanjiru,35076967,0795753906,BR012,Kenya Ports Authority,2019-07-18,Normal
M01417,Lucy Nyambura,38323613,0732293702,BR002,Kenya Ports Authority,2019-11-29,Normal
M01418,Daniel Omondi,39355418,0711928845,BR007,Matatu SACCO Crew,2021-12-04,Normal
M01419,Francis Koech,24185759,0776992183,BR014,Ministry of Health,2023-08-01,Normal
M01420,Duncan Rotich,34289127,0780218664,BR008,Kenya Revenue Authority,2024-02-22,Normal
M01421,Kevin Njoroge,38547332,0789845027,BR006,County Government,2020-10-09,Normal
M01422,Geoffrey Chebet,34679851,0795108432,BR009,Boda Boda Operator,2024-05-22,Normal
M01423,Faith Otieno,20551181,0792713066,BR012,Farmer / Agribusiness,2020-08-12,Normal
M01424,Nancy Adhiambo,38278231,0723381785,BR007,Ministry of Health,2020-08-30,Normal
M01425,Everlyne Wafula,34114365,0738436861,BR008,National Police Service,2025-02-22,Normal
M01426,Daniel Langat,35756296,0726702129,BR013,Matatu SACCO Crew,2024-08-07,Normal
M01427,Judith Chebet,33281131,0711020743,BR013,Matatu SACCO Crew,2024-09-14,Normal
M01428,Robert Omondi,28875116,0751258084,BR013,Private Security Firm,2022-01-05,Normal
M01429,Simon Nyambura,21096378,0712084410,BR015,Self Employed,2024-02-25,Normal
M01430,Nancy Barasa,31243752,0732872143,BR003,Kenya Ports Authority,2023-09-13,Normal
M01431,Lucy Waweru,33197553,0716923083,BR007,Kenya Revenue Authority,2022-03-19,Normal
M01432,Julius Maina,25828984,0764105718,BR015,Farmer / Agribusiness,2025-12-24,Normal
M01433,David Chebet,24238940,0777680235,BR006,Teacher - TSC,2025-04-20,Normal
M01434,Judith Adhiambo,28731873,0784209721,BR011,County Government,2025-12-21,Normal
M01435,Dennis Mwangi,39907448,0730541837,BR006,Self Employed,2021-10-14,Normal
M01436,Mary Wekesa,24380464,0770895423,BR010,Ministry of Health,2025-08-06,Normal
M01437,Robert Cheruiyot,29963066,0736015276,BR011,Safaricom,2023-07-08,Normal
M01438,Everlyne Kamau,29226288,0721135154,BR014,Farmer / Agribusiness,2022-04-02,Normal
M01439,Lilian Odhiambo,23722244,0771623079,BR003,Farmer / Agribusiness,2019-10-05,Normal
M01440,Stephen Wamalwa,26060859,0722452337,BR010,Teacher - TSC,2020-11-16,Normal
M01441,Charles Ndungu,20736753,0765531931,BR008,Teacher - TSC,2023-07-22,Normal
M01442,Rose Wamalwa,30522164,0795033882,BR008,Farmer / Agribusiness,2020-05-10,Normal
M01443,Robert Njoroge,39035222,0794720028,BR008,Kenya Ports Authority,2021-04-22,Normal
M01444,Joyce Onyango,38336919,0710673042,BR014,County Government,2019-11-08,Normal
M01445,John Rotich,20773032,0779524101,BR009,Safaricom,2022-05-10,Normal
M01446,Faith Wamalwa,27279895,0713959103,BR013,Matatu SACCO Crew,2021-03-18,Normal
M01447,Ann Mutua,29182723,0774635885,BR003,National Police Service,2021-12-19,Normal
M01448,Sarah Wekesa,36636344,0768527249,BR002,Safaricom,2023-05-30,Normal
M01449,Geoffrey Langat,29431572,0762724203,BR007,Teacher - TSC,2021-08-31,Normal
M01450,Daniel Wekesa,36368918,0768179582,BR010,Farmer / Agribusiness,2026-02-02,Normal
M01451,Damaris Barasa,23609084,0791509842,BR008,Small Business Owner,2024-04-02,Normal
M01452,Robert Kariuki,22156417,0770317901,BR007,County Government,2021-09-28,Normal
M01453,Dennis Wafula,37800565,0757278642,BR015,Small Business Owner,2019-11-18,Normal
M01454,Beatrice Ndungu,26238268,0758015656,BR001,National Police Service,2020-10-14,Normal
M01455,Samuel Mumo,30551288,0726415312,BR002,Self Employed,2021-11-30,Normal
M01456,Anthony Ndungu,30789804,0741225585,BR006,Safaricom,2019-08-16,Normal
M01457,Purity Kiptoo,23453428,0785290602,BR002,Boda Boda Operator,2023-10-29,Normal
M01458,Judith Nyambura,34603075,0752652151,BR012,Private Security Firm,2026-04-26,Normal
M01459,Charles Onyango,21570073,0746831418,BR006,Small Business Owner,2021-09-21,Normal
M01460,Patrick Muthoni,32846566,0741732012,BR002,Kenya Ports Authority,2020-11-22,Normal
M01461,Lilian Muthoni,20155927,0771977968,BR001,Boda Boda Operator,2022-09-12,Normal
M01462,Rebecca Koech,21312657,0755283701,BR003,Ministry of Health,2024-01-07,Normal
M01463,Kennedy Nyambura,30099826,0746866059,BR001,Matatu SACCO Crew,2020-04-12,Normal
M01464,Elijah Barasa,36569802,0792184286,BR013,Self Employed,2023-05-19,Normal
M01465,Julius Adhiambo,24073942,0760184824,BR007,Kenya Ports Authority,2022-11-06,Normal
M01466,John Wanjiru,23527768,0753333406,BR002,Private Security Firm,2019-10-30,Normal
M01467,Daniel Wekesa,32377543,0782149862,BR012,Self Employed,2024-05-21,Normal
M01468,Grace Odhiambo,21610726,0750841125,BR015,Teacher - TSC,2020-02-03,Normal
M01469,Rose Mutua,25715615,0728490280,BR005,Kenya Ports Authority,2023-03-12,Normal
M01470,Samuel Mumo,39600160,0765471370,BR008,Ministry of Health,2020-11-05,Normal
M01471,Susan Onyango,36445155,0747653656,BR008,Matatu SACCO Crew,2020-11-15,Normal
M01472,Elijah Wafula,22778114,0757380159,BR013,Safaricom,2024-11-30,Normal
M01473,Lucy Chebet,22617807,0720085710,BR014,KPLC,2022-03-21,Normal
M01474,Sarah Gitau,32920477,0735221850,BR001,KPLC,2021-11-19,Normal
M01475,Emily Koech,37244539,0752058336,BR002,Kenya Revenue Authority,2023-04-27,Normal
M01476,Moses Odhiambo,24364106,0739364802,BR005,Farmer / Agribusiness,2024-08-04,Normal
M01477,Purity Kiptoo,33428648,0735226688,BR006,Teacher - TSC,2023-10-29,Normal
M01478,Lilian Muthoni,23424711,0729768893,BR005,KPLC,2024-03-30,Normal
M01479,Robert Achieng,26275677,0745803474,BR015,Self Employed,2020-09-13,Normal
M01480,David Adhiambo,38465147,0721283250,BR008,Matatu SACCO Crew,2025-06-15,Normal
M01481,Dennis Koech,31198439,0717134621,BR007,KPLC,2021-11-17,Normal
M01482,Brian Wekesa,34179712,0736029062,BR005,Boda Boda Operator,2023-08-25,Normal
M01483,Purity Waweru,36563012,0779607791,BR004,Small Business Owner,2024-01-07,Normal
M01484,David Cheruiyot,23865064,0717132030,BR002,Farmer / Agribusiness,2020-01-23,Normal
M01485,Vincent Odhiambo,29242886,0740395619,BR001,Farmer / Agribusiness,2025-12-14,Normal
M01486,Paul Wekesa,29001545,0776460815,BR010,National Police Service,2024-01-15,Normal
M01487,Diana Waweru,29662959,0710416997,BR003,Teacher - TSC,2021-10-13,Normal
M01488,Francis Langat,28006741,0732848229,BR003,Matatu SACCO Crew,2025-02-22,Normal
M01489,Robert Achieng,24759147,0711709239,BR011,Ministry of Health,2020-04-12,Normal
M01490,Stephen Wamalwa,22582921,0732914336,BR008,Ministry of Health,2024-04-19,Normal
M01491,Charles Muthoni,20033771,0775539501,BR013,Private Security Firm,2019-08-11,Normal
M01492,John Muthoni,29752883,0740640252,BR004,Safaricom,2024-10-19,Normal
M01493,Faith Wafula,31263462,0770749138,BR009,KPLC,2021-05-18,Normal
M01494,Charles Mutua,32223521,0771572485,BR012,Self Employed,2023-06-08,Normal
M01495,Consolata Koech,39989836,0775009006,BR014,Teacher - TSC,2023-06-16,Normal
M01496,Dennis Langat,27390551,0798498728,BR005,County Government,2025-04-29,Normal
M01497,Martin Chebet,34452582,0758240526,BR006,National Police Service,2025-01-31,Normal
M01498,Rose Kariuki,23621585,0746765441,BR012,Farmer / Agribusiness,2020-07-02,Normal
M01499,Consolata Koech,25870423,0745609215,BR011,Farmer / Agribusiness,2025-08-11,Normal
M01500,Dennis Mutua,30379167,0735578230,BR011,Self Employed,2023-05-31,Normal
